country,designation,points,price,province,variety,winery,fill,
US,Buttner Vineyard,85,28,California,Pinot Gris,Las Positas,#91C5AA,
US,Boschetti Vineyard,85,28,California,Pinot Noir,River Road,#91C5AA,
US,Juliet,85,28,California,Pinot Noir,Verotto,#91C5AA,
US,Adams Vineyard,85,28,Oregon,Pinot Noir,Artisanal Wine Cellars,#91C5AA,
US,Wetzel Family Estate,85,28,California,Pinot Noir,Alexander Valley Vineyards,#91C5AA,
US,Reserve,85,28,California,Pinot Noir,Domaine Saint Gregory,#91C5AA,
US,Scintilla Vineyard,85,28,California,Pinot Noir,Gatos Locos,#91C5AA,
US,Zena Crown Vineyard,85,28,Oregon,Pinot Noir,Kudos,#91C5AA,
US,Cuvee,85,28,California,Pinot Noir,Merriam,#91C5AA,
US,Estate Reserve,85,28,Oregon,Pinot Noir,Montinore,#91C5AA,
US,Boschetti Vineyard,85,28,California,Pinot Noir,River Road,#91C5AA,
US,Estate Grown,85,28,California,Pinot Noir,Riverbench,#91C5AA,
US,Reserve,85,28,Oregon,Pinot Noir,Silvan Ridge,#91C5AA,
US,Juliet,85,28,California,Pinot Noir,Verotto,#91C5AA,
US,Syrah,85,28,California,Port,Krupp Brothers,#91C5AA,
US,Late Harvest,85,28,California,Primitivo,Collier Falls,#91C5AA,
US,Late Harvest,85,28,California,Primitivo,Collier Falls,#91C5AA,
US,Barrel Select,85,28,California,Red Blend,Rutherford Hill,#91C5AA,
US,Blues Cuvae,85,28,California,Red Blend,Longoria,#91C5AA,
US,Quadraphonic,85,28,California,Red Blend,D'Anbino,#91C5AA,
US,Quadraphonic D'Anbino Vineyard,85,28,California,Red Blend,D'Anbino,#91C5AA,
US,The Climber Limited,85,28,California,Red Blend,Clif Family,#91C5AA,
US,Blues Cuvee,85,28,California,Red Blend,Longoria,#91C5AA,
US,Barrel Select,85,28,California,Red Blend,Rutherford Hill,#91C5AA,
US,Le Chariot,85,28,Washington,Red Blend,Three of Cups,#91C5AA,
US,Derby Vineyard Fifteen 10 Red,85,28,California,Rhmne,Derby,#91C5AA,
US,Fusion,85,28,California,Rhmne,Ranchita Canyon,#91C5AA,
US,melange De Reves,85,28,California,Rhmne,Leonesse Cellars,#91C5AA,
US,Osiris,85,28,California,Rhmne,Kaleidos,#91C5AA,
US,Virga Red,85,28,Washington,Rhmne,Convergence Zone,#91C5AA,
US,Virga Red,85,28,Washington,Rhone,Convergence Zone,#91C5AA,
US,Derby Vineyard Fifteen 10 Red,85,28,California,Rhone,Derby,#91C5AA,
US,Melange De Reves,85,28,California,Rhone,Leonesse Cellars,#91C5AA,
US,Cuvee Christie,85,28,California,Rhone,Tercero,#91C5AA,
US,Delfina Vineyard Pinot Noir,85,28,Oregon,Rose,Coelho,#91C5AA,
US,D'Alfonso,85,28,California,Sangiovese,D'Argenzio,#91C5AA,
US,D'Alfonso,85,28,California,Sangiovese,D'Argenzio,#91C5AA,
US,Sauvage,85,28,New York,Sauvignon,Jamesport,#91C5AA,
US,Griva Vineyard,85,28,California,Sauvignon,Martin Ranch,#91C5AA,
US,Barrel Complete,85,28,California,Sauvignon,Quivira,#91C5AA,
US,Bosphorus,85,28,California,Sauvignon,Sevtap,#91C5AA,
US,Los Tesoros de Joaquin,85,28,California,Sauvignon,murrieta's Well,#91C5AA,
US,michael's Vineyard,85,28,California,Sauvignon,Six Sigma Ranch,#91C5AA,
US,Estate Grown,85,28,Oregon,Seyval Blanc,Girardet,#91C5AA,
US,Anna's Vineyard,85,28,California,Syrah,Adelaida,#91C5AA,
US,Crossroads Vineyard,85,28,California,Syrah,Curtis,#91C5AA,
US,Estate,85,28,California,Syrah,Clos La Chance,#91C5AA,
US,Gina's Vineyard,85,28,California,Syrah,Wildwood,#91C5AA,
US,Reserve,85,28,California,Syrah,martin Lane Winery,#91C5AA,
US,Sheri's Vineyard,85,28,California,Syrah,Wildwood,#91C5AA,
US,Twisted Sisters,85,28,California,Syrah,Calcareous,#91C5AA,
US,Barrel Select,85,28,Washington,Syrah,Vin du Lac,#91C5AA,
US,Verhey Vineyard,85,28,Washington,Syrah,Clearwater Canyon,#91C5AA,
US,Syrache,85,28,California,Syrah,Ampelos,#91C5AA,
US,Verhey Vineyard,85,28,Washington,Syrah,Clearwater Canyon,#91C5AA,
US,Estate,85,28,California,Syrah,Clos La Chance,#91C5AA,
US,French Camp Vineyards,85,28,California,Syrah,Kunin,#91C5AA,
US,Reserve,85,28,California,Syrah,Martin Lane Winery,#91C5AA,
US,Obsidian Ridge Vineyard,85,28,California,Syrah,Obsidian Ridge,#91C5AA,
US,Barrel Select,85,28,Washington,Syrah,Vin du Lac,#91C5AA,
US,Syrache,85,28,California,Syrah,Ampelos,#91C5AA,
US,Estate,85,28,Washington,Tempranillo,Cave B,#91C5AA,
US,Estate,85,28,Washington,Tempranillo,Cave B,#91C5AA,
US,Viva Yo,85,28,California,Tempranillo,Bodegas Paso Robles,#91C5AA,
US,Adieu Late Harvest,85,28,Virginia,Vidal,Gray Ghost,#91C5AA,
US,Limited Production,85,28,California,Viognier,Rally Point Wines,#91C5AA,
US,La Naris,85,28,California,White Blend,Sheldon,#91C5AA,
US,La Naris,85,28,California,White Blend,Sheldon,#91C5AA,
US,Bedrock,85,28,California,Zinfandel,Enkidu,#91C5AA,
US,Buchignani Vineyard,85,28,California,Zinfandel,Keating,#91C5AA,
US,Cedolino Vineyard Dryfarmed Old Vine,85,28,California,Zinfandel,DeRose,#91C5AA,
US,Estate,85,28,California,Zinfandel,minassian-Young,#91C5AA,
US,Gino's Vineyard,85,28,California,Zinfandel,Sbragia,#91C5AA,
US,Reserve,85,28,California,Zinfandel,midnight,#91C5AA,
US,Zydeco,85,28,California,Zinfandel,R & B Cellars,#91C5AA,
US,Clifton Vineyard,85,28,Washington,Zinfandel,Almquist,#91C5AA,
US,Ridge Top Westside,85,28,California,Zinfandel,Dunning Vineyards,#91C5AA,
US,Bedrock,85,28,California,Zinfandel,Enkidu,#91C5AA,
US,Bedrock,85,28,California,Zinfandel,Enkidu,#91C5AA,
US,Estate,85,28,California,Zinfandel,Fernwood,#91C5AA,
US,Buchignani Vineyard,85,28,California,Zinfandel,Keating,#91C5AA,
US,Big Barrel,85,28,California,Zinfandel,Minassian-Young,#91C5AA,
US,Estate,85,28,California,Zinfandel,Minassian-Young,#91C5AA,
US,Gino's Vineyard,85,28,California,Zinfandel,Sbragia,#91C5AA,
US,Goose Ridge Vineyard,84,28,Washington,Barbera,Oak Knoll,#91C5AA,
US,Nation,84,28,California,Bordeaux,Indian Valley,#91C5AA,
US,Rooster,84,28,Virginia,Bordeaux,Veramar,#91C5AA,
US,Virtu meritage,84,28,California,Bordeaux,St. Supary,#91C5AA,
US,Amphorae,84,28,Oregon,Cabernet,Ancient Cellars,#91C5AA,
US,Estate,84,28,California,Cabernet,Clautiere,#91C5AA,
US,Dunnsden,84,28,California,Cabernet,Merriam,#91C5AA,
US,meritage,84,28,California,Cabernet,Dry Creek Vineyard,#91C5AA,
US,Reserve Estate Grown,84,28,California,Cabernet,Ironstone,#91C5AA,
US,Estate,84,28,California,Cabernet,Clautiere,#91C5AA,
US,Oakville Estate,84,28,California,Cabernet,Franciscan,#91C5AA,
US,Amphorae,84,28,Oregon,Cabernet,Ancient Cellars,#91C5AA,
US,Phinny Hill Vineyard,84,28,Washington,Carmenmre,Northwest Cellars,#91C5AA,
US,Baci di Famiglia Chardonnay Port,84,28,California,Chardonnay,VJB,#91C5AA,
US,Cyrano,84,28,California,Chardonnay,Snosrap,#91C5AA,
US,Fantozzi Vineyard,84,28,California,Chardonnay,manzanita Creek,#91C5AA,
US,Gail Ann's Vineyard,84,28,California,Chardonnay,Russian Hill,#91C5AA,
US,Lucia Highland Vineyard,84,28,California,Chardonnay,manzoni,#91C5AA,
US,Pamela's Vineyard,84,28,California,Chardonnay,There Wines,#91C5AA,
US,Reserve,84,28,California,Chardonnay,Ceago Vinegarden,#91C5AA,
US,Reserve,84,28,California,Chardonnay,Zina Hyde Cunningham,#91C5AA,
US,mahonia Vineyard,84,28,Oregon,Chardonnay,Seven of Hearts,#91C5AA,
US,Reserve,84,28,California,Chardonnay,Ceago Vinegarden,#91C5AA,
US,Reserve,84,28,Virginia,Chardonnay,Gray Ghost,#91C5AA,
US,Peters Vineyard,84,28,California,Chardonnay,Kokomo,#91C5AA,
US,Fantozzi Vineyard,84,28,California,Chardonnay,Manzanita Creek,#91C5AA,
US,Mahonia Vineyard,84,28,Oregon,Chardonnay,Seven of Hearts,#91C5AA,
US,Cyrano,84,28,California,Chardonnay,Snosrap,#91C5AA,
US,Pamela's Vineyard,84,28,California,Chardonnay,There Wines,#91C5AA,
US,Colibri Vineyard,84,28,Arizona,Grenache,Page Springs,#91C5AA,
US,Estate,84,28,California,Grenache,Cass,#91C5AA,
US,Estate,84,28,California,Grenache,Fenestra,#91C5AA,
US,Reserve Boushey Vineyard,84,28,Washington,Grenache,Columbia Crest,#91C5AA,
US,Triere Estate Vineyard,84,28,California,Merlot,Burgess,#91C5AA,
US,Reserve,84,28,California,Merlot,Clos La Chance,#91C5AA,
US,Winegrower Selection Golden Vineyard,84,28,California,Petit,Lolonis,#91C5AA,
US,Winegrower Selection,84,28,California,Petite Sirah,Lolonis,#91C5AA,
US,Green Island Vineyards,84,28,California,Pinot Noir,Nord Estate,#91C5AA,
US,Regan Vineyard Reserve,84,28,California,Pinot Noir,Villa del monte,#91C5AA,
US,Santa marie Cuvae,84,28,California,Pinot Noir,Kenneth Volk,#91C5AA,
US,Saralee's Vineyard & Genetti Vineyard,84,28,California,Pinot Noir,New Departure,#91C5AA,
US,Tondre Grapefield,84,28,California,Pinot Noir,De Tierra,#91C5AA,
US,Reserve,84,28,Oregon,Pinot Noir,Silvan Ridge,#91C5AA,
US,Signature,84,28,Oregon,Pinot Noir,Styring,#91C5AA,
US,Underwood mountain Vineyard,84,28,Washington,Pinot Noir,Jacob Williams,#91C5AA,
US,Estate Grown and Bottled,84,28,California,Pinot Noir,Alexander Valley Vineyards,#91C5AA,
US,Pluto's Fury,84,28,California,Pinot Noir,Geyser Peak,#91C5AA,
US,Underwood Mountain Vineyard,84,28,Washington,Pinot Noir,Jacob Williams,#91C5AA,
US,Santa Marie Cuvee,84,28,California,Pinot Noir,Kenneth Volk,#91C5AA,
US,Saralee's Vineyard & Genetti Vineyard,84,28,California,Pinot Noir,New Departure,#91C5AA,
US,Vintage,84,28,California,Port,Robert Hall,#91C5AA,
US,Baci di Famiglia Chardonnay,84,28,California,Port,VJB,#91C5AA,
US,Northridge Vineyard,84,28,Washington,Primitivo,maryhill,#91C5AA,
US,Northridge Vineyard,84,28,Washington,Primitivo,Maryhill,#91C5AA,
US,Collusion,84,28,California,Red Blend,Clavo Cellars,#91C5AA,
US,Red Zone,84,28,California,Red Blend,Domaine Degher,#91C5AA,
US,Road to morocco,84,28,California,Red Blend,Generation 7,#91C5AA,
US,Venti Quattro Anni,84,28,California,Red Blend,Castoro Cellars,#91C5AA,
US,Super Tesscan,84,28,Oregon,Red Blend,Hood Crest,#91C5AA,
US,Festa di Bacco,84,28,Virginia,Red Blend,Afton mountain,#91C5AA,
US,Aviator Red,84,28,Washington,Red Blend,Airfield Estates,#91C5AA,
US,Coriol,84,28,California,Red Blend,Anaba,#91C5AA,
US,Road to Morocco,84,28,California,Red Blend,Generation 7,#91C5AA,
US,The Barrel Blend,84,28,California,Red Blend,Hill Family Estate,#91C5AA,
US,Super Tesscan,84,28,Oregon,Red Blend,Hood Crest,#91C5AA,
US,Forbidden Fruit,84,28,Arizona,Red Blend,Odyssey,#91C5AA,
US,Cmte de Lune Rouge,84,28,California,Rhmne,Arrowood,#91C5AA,
US,Estate Cuvae,84,28,California,Rhmne,Clayhouse,#91C5AA,
US,m5,84,28,California,Rhmne,margerum,#91C5AA,
US,The Triple Play,84,28,California,Rhmne,Wattle Creek,#91C5AA,
US,Estate Cuvae,84,28,California,Rhmne,Cass,#91C5AA,
US,The First Date,84,28,California,Rhmne,JC Cellars,#91C5AA,
US,Cote de Lune Rouge,84,28,California,Rhone,Arrowood,#91C5AA,
US,Rule of Three,84,28,Arizona,Rhone,Carlson Creek,#91C5AA,
US,The First Date,84,28,California,Rhone,JC Cellars,#91C5AA,
US,M5,84,28,California,Rhone,Margerum,#91C5AA,
US,Sweet Claire Late Harvest,84,28,California,Riesling,Prager,#91C5AA,
US,Sweet Claire Late Harvest,84,28,California,Riesling,Prager,#91C5AA,
US,Red Willow Vineyard,84,28,Washington,Sangiovese,Columbia Winery,#91C5AA,
US,L'Homme qui ris,84,28,California,Sparkling Blend,mcIntyre Vineyards,#91C5AA,
US,Black Oak Vineyard,84,28,California,Syrah,Scott,#91C5AA,
US,Estate,84,28,California,Syrah,Balletto,#91C5AA,
US,Estate,84,28,California,Syrah,Deerfield Ranch,#91C5AA,
US,Janian mountain,84,28,California,Syrah,Esterlina,#91C5AA,
US,Pheasant Run,84,28,Washington,Syrah,Basel Cellars,#91C5AA,
US,Rivers Bend Vineyard,84,28,Washington,Syrah,Lake Chelan,#91C5AA,
US,The Scotsman,84,28,Washington,Syrah,Armstrong Family,#91C5AA,
US,Estate,84,28,California,Syrah,Balletto,#91C5AA,
US,Estate,84,28,California,Syrah,Deerfield Ranch,#91C5AA,
US,Estate,84,28,California,Syrah,Highway 12,#91C5AA,
US,Rivers Bend Vineyard,84,28,Washington,Syrah,Lake Chelan,#91C5AA,
US,Estate,84,28,California,Syrah,Tolosa,#91C5AA,
US,maximus White Feasting Wine,84,28,California,White Blend,Bennett Lane,#91C5AA,
US,Big River Ranch,84,28,California,Zinfandel,Dashe Cellars,#91C5AA,
US,Bingham Ranch Zydeco,84,28,California,Zinfandel,R & B Cellars,#91C5AA,
US,Estate,84,28,California,Zinfandel,Jason-Stephens,#91C5AA,
US,Estate Black Glass Vineyard,84,28,California,Zinfandel,Benessere,#91C5AA,
US,Great Estates,84,28,California,Zinfandel,Kendall-Jackson,#91C5AA,
US,James Gang Reserve,84,28,California,Zinfandel,Tobin James,#91C5AA,
US,marian's Vineyard,84,28,California,Zinfandel,St. Amant Winery,#91C5AA,
US,Old Depot Block,84,28,California,Zinfandel,Hobo,#91C5AA,
US,Primi,84,28,California,Zinfandel,Orchid Hill,#91C5AA,
US,Valenti Ranch,84,28,California,Zinfandel,Claudia Springs,#91C5AA,
US,Zeigler Vineyard,84,28,California,Zinfandel,Joseph Swan Vineyards,#91C5AA,
US,Mr Beast Topolos Vineyard,84,28,California,Zinfandel,Barber,#91C5AA,
US,Estate Black Glass Vineyard,84,28,California,Zinfandel,Benessere,#91C5AA,
US,Estate,84,28,California,Zinfandel,Highway 12,#91C5AA,
US,Zeigler Vineyard,84,28,California,Zinfandel,Joseph Swan Vineyards,#91C5AA,
US,Montecillo Vineyard,84,28,California,Zinfandel,Keating,#91C5AA,
US,Jack London Vineyard,84,28,California,Zinfandel,Kenwood,#91C5AA,
US,Altitude 2401 Fair Play Farms,84,28,California,Zinfandel,Perry Creek,#91C5AA,
US,Bingham Ranch Zydeco,84,28,California,Zinfandel,R & B Cellars,#91C5AA,
US,Sacrlet's Flirtation,84,28,California,Zinfandel,Spicy Vines,#91C5AA,
US,Marian's Vineyard,84,28,California,Zinfandel,St. Amant,#91C5AA,
US,J&S; Reserve,83,28,California,Barbera,Scott Harvey,#91C5AA,
US,Hillside Cuvee,83,28,California,Bordeaux,Clayhouse,#91C5AA,
US,L'Atelier,83,28,California,Bordeaux,De Sante,#91C5AA,
US,L'Atelier,83,28,California,Bordeaux,De Sante,#91C5AA,
US,Estate Grown,83,28,Oregon,Cabernet,Del Rio,#91C5AA,
US,Grand Reserve,83,28,California,Cabernet,French Hill,#91C5AA,
US,Grand Reserve,83,28,California,Cabernet,French Hill,#91C5AA,
US,moonlight,83,28,California,Cabernet,midnight,#91C5AA,
US,Terebinth,83,28,Oregon,Cabernet,Ancient Cellars,#91C5AA,
US,Estate Grown,83,28,Oregon,Cabernet,Del Rio,#91C5AA,
US,Indindoli Vineyard,83,28,California,Chardonnay,Waugh Cellars,#91C5AA,
US,Parmelee-Hill Vineyard,83,28,California,Chardonnay,Steele,#91C5AA,
US,Peters Vineyard,83,28,California,Chardonnay,Kokomo,#91C5AA,
US,Reserve,83,28,California,Chardonnay,martin Lane Winery,#91C5AA,
US,Reserve,83,28,California,Chardonnay,mazzocco,#91C5AA,
US,Catherine's Vineyard,83,28,California,Chardonnay,Bonneau,#91C5AA,
US,Peters Vineyard,83,28,California,Chardonnay,Kokomo,#91C5AA,
US,Vintage Reserve,83,28,Virginia,Chardonnay,The Williamsburg Winery,#91C5AA,
US,Canterbury Vineyards,83,28,California,Malbec,Zucca,#91C5AA,
US,Canterbury Vineyards,83,28,California,Malbec,Zucca,#91C5AA,
US,Legends,83,28,California,Merlot,m. Cosentino,#91C5AA,
US,Estate Grown,83,28,Oregon,Merlot,Del Rio,#91C5AA,
US,Estate Grown,83,28,Oregon,Merlot,Del Rio,#91C5AA,
US,Estate Grown,83,28,Oregon,Merlot,Del Rio,#91C5AA,
US,El Pomar Junction Vineyard,83,28,California,Merlot,Kenneth Volk,#91C5AA,
US,Lake Roosevelt Shores Vineyard,83,28,Washington,Merlot,Whitestone,#91C5AA,
US,Daybreak Signature Solera Library Selection,83,28,California,Muscat,South Coast,#91C5AA,
US,Winegrower Selection,83,28,California,Petite Sirah,Lolonis,#91C5AA,
US,Estate,83,28,Oregon,Pinot Noir,Cubanisimo Vineyards,#91C5AA,
US,Estate Grown,83,28,Oregon,Pinot Noir,Del Rio,#91C5AA,
US,Jubilee Vineyard,83,28,Oregon,Pinot Noir,Artisanal Wine Cellars,#91C5AA,
US,Estate,83,28,Oregon,Pinot Noir,Cubanisimo Vineyards,#91C5AA,
US,Estate Grown,83,28,Oregon,Pinot Noir,Del Rio,#91C5AA,
US,Stephen's,83,28,California,Pinot Noir,York Mountain Winery,#91C5AA,
US,Il Granaio,83,28,California,Red Blend,Peterson,#91C5AA,
US,melange de Rmves Red Table Wine,83,28,California,Red Blend,Leonesse Cellars,#91C5AA,
US,Peppolino,83,28,California,Red Blend,monte Volpe,#91C5AA,
US,Sedulous,83,28,California,Red Blend,Rivino,#91C5AA,
US,Calvin Clarion,83,28,New mexico,Red Blend,Casa Rondema Winery,#91C5AA,
US,Intrigue,83,28,Washington,Red Blend,Northwest Cellars,#91C5AA,
US,Calvin Clarion,83,28,New Mexico,Red Blend,Casa Rondena Winery,#91C5AA,
US,Peppolino,83,28,California,Red Blend,Monte Volpe,#91C5AA,
US,Il Granaio,83,28,California,Red Blend,Peterson,#91C5AA,
US,Sedulous,83,28,California,Red Blend,Rivino,#91C5AA,
US,Tres Violet,83,28,California,Rhmne,Calcareous,#91C5AA,
US,Casa Santinamaria Vineyard,83,28,California,Samillon,Saxon Brown,#91C5AA,
US,Eakle Ranch,83,28,California,Sangiovese,Pope Valley Winery,#91C5AA,
US,Eakle Ranch,83,28,California,Sangiovese,Pope Valley Winery,#91C5AA,
US,Crossroads Vineyard,83,28,California,Syrah,Curtis,#91C5AA,
US,Gina's Vineyard,83,28,California,Syrah,Wildwood,#91C5AA,
US,Port,83,28,California,Syrah,Castle,#91C5AA,
US,Zabala Vineyard,83,28,California,Syrah,Mercy,#91C5AA,
US,Le Jardin,83,28,California,Viognier,Millesime,#91C5AA,
US,Altitude: 2401,83,28,California,Zinfandel,Perry Creek,#91C5AA,
US,Bigalow Vineyard,83,28,California,Zinfandel,Trinitas,#91C5AA,
US,Estate,83,28,California,Zinfandel,Peju,#91C5AA,
US,Heritage Vines Alegria Vineyards,83,28,California,Zinfandel,Acorn,#91C5AA,
US,Ten Zin,83,28,California,Zinfandel,Deaver,#91C5AA,
US,Three Vines,83,28,California,Zinfandel,manzanita Creek,#91C5AA,
US,Todd Brothers Ranch Old Vines,83,28,California,Zinfandel,Dashe Cellars,#91C5AA,
US,Tom Feeney Ranch Old Vine,83,28,California,Zinfandel,Starry Night,#91C5AA,
US,Winegrower Selection,83,28,California,Zinfandel,Lolonis,#91C5AA,
US,Zin Stone,83,28,California,Zinfandel,Stacked Stone,#91C5AA,
US,Ten Zin,83,28,California,Zinfandel,Deaver,#91C5AA,
US,Deliverance,83,28,California,Zinfandel,Graveyard,#91C5AA,
US,Winegrower Selection Chase Vineyard,83,28,California,Zinfandel,Lolonis,#91C5AA,
US,Altitude: 2401,83,28,California,Zinfandel,Perry Creek,#91C5AA,
US,Bigalow Vineyard,83,28,California,Zinfandel,Trinitas,#91C5AA,
US,Small Lot Series,82,28,Washington,Barbera,Columbia Winery,#91C5AA,
US,Limited Release,82,28,California,Cabernet,Conn Creek,#91C5AA,
US,Barney's Heritage Cuvee,82,28,California,Cabernet,Hawkstone,#91C5AA,
US,Ladi's Vineyard,82,28,California,Cabernet,Paradise Ridge,#91C5AA,
US,Barney's Heritage Cuvae,82,28,California,Cabernet,Hawkstone,#91C5AA,
US,Danta,82,28,California,Cabernet,VJB,#91C5AA,
US,Estate,82,28,California,Cabernet,midnight,#91C5AA,
US,Limited Release,82,28,California,Cabernet,Conn Creek,#91C5AA,
US,Thatcher Bay Vineyard,82,28,California,Cabernet,Fenestra,#91C5AA,
US,Owl Ridge Vineyard,82,28,California,Chardonnay,WillowBrook Cellars,#91C5AA,
US,Los Chamizal,82,28,California,Chardonnay,Haywood,#91C5AA,
US,Bethlehem Valley,82,28,missouri,Norton,mount Pleasant Winery,#91C5AA,
US,Bethlehem Valley,82,28,Missouri,Norton,Mount Pleasant Winery,#91C5AA,
US,Synnove,82,28,California,Petite Verdot,midnight,#91C5AA,
US,Buttner Sunol Vineyard,82,28,California,Pinot Blanc,Las Positas,#91C5AA,
US,Estate Bottled,82,28,California,Prosecco,Viszlay Vineyards,#91C5AA,
US,Orchestration,82,28,California,Red Blend,D'Anbino,#91C5AA,
US,Valley Cuvae,82,28,California,Red Blend,Kobler,#91C5AA,
US,Vinolocity,82,28,California,Red Blend,Sheldon,#91C5AA,
US,Vin Doux,82,28,Virginia,Red Blend,Rockgarden,#91C5AA,
US,Yash-Vir,82,28,Virginia,Red Blend,Narmada,#91C5AA,
US,Calvin Clarion,82,28,New Mexico,Red Blend,Casa Rondena Winery,#91C5AA,
US,Orchestration,82,28,California,Red Blend,D'Anbino,#91C5AA,
US,Valley Cuvee,82,28,California,Red Blend,Kobler,#91C5AA,
US,Yash-Vir,82,28,Virginia,Red Blend,Narmada,#91C5AA,
US,Vin Doux,82,28,Virginia,Red Blend,Rockgarden,#91C5AA,
US,Confundido,82,28,California,Red Blend,Vino V,#91C5AA,
US,Mescolanza di Rosso Riserva,82,28,Washington,Red Blend,Yellow Hawk Cellar,#91C5AA,
US,Beaugravier Red Wine,82,28,California,Rhmne,Ventana,#91C5AA,
US,Charles Vineyard,82,28,California,Samillon,Foursight,#91C5AA,
US,Kestrel Vineyard,82,28,Washington,Sangiovese,Pend d'Oreille,#91C5AA,
US,Charles Vineyard,82,28,California,Semillon,Foursight,#91C5AA,
US,Edna Ranch Vineyard,82,28,California,Syrah,Kynsi,#91C5AA,
US,Gina's Vineyard,82,28,California,Syrah,Wood Winery,#91C5AA,
US,Obsidian Ridge Vineyard,82,28,California,Syrah,Obsidian Ridge,#91C5AA,
US,Sheri's Vineyard,82,28,California,Syrah,Wildwood,#91C5AA,
US,Barrel Select,82,28,Oregon,Syrah,Sweet Cheeks,#91C5AA,
US,Obsidian Ridge Vineyard,82,28,California,Syrah,Obsidian Ridge,#91C5AA,
US,Barrel Select,82,28,Oregon,Syrah,Sweet Cheeks,#91C5AA,
US,Landa Vineyards,82,28,California,Viognier,Castle,#91C5AA,
US,Aurora Reserve,82,28,California,White Blend,midnight,#91C5AA,
US,Aurora Reserve,82,28,California,White Blend,Midnight,#91C5AA,
US,Cellar Select Potter Vineyards,82,28,California,Zinfandel,Perry Creek,#91C5AA,
US,Estate,82,28,California,Zinfandel,midnight,#91C5AA,
US,michael's Estate Vineyard,82,28,California,Zinfandel,Adelaida,#91C5AA,
US,mountain,82,28,California,Zinfandel,Opolo,#91C5AA,
US,Ponzo Vineyard,82,28,California,Zinfandel,Ridge,#91C5AA,
US,Valenti Ranch,82,28,California,Zinfandel,Claudia Springs,#91C5AA,
US,Zealous Girls Two Girl Zin,82,28,California,Zinfandel,Cedar mountain,#91C5AA,
US,Michael's Estate Vineyard,82,28,California,Zinfandel,Adelaida,#91C5AA,
US,Los Chamizal,82,28,California,Zinfandel,Haywood,#91C5AA,
US,Mountain,82,28,California,Zinfandel,Opolo,#91C5AA,
US,Old Vine,82,28,California,Zinfandel,Puccioni,#91C5AA,
US,Artist Series I,81,28,New mexico,Dolcetto,La Chiripada,#91C5AA,
US,Estate Bottled,81,28,California,Petit,Croad,#91C5AA,
US,Calabrese,81,28,Virginia,Pinot Grigio,Three Fox,#91C5AA,
US,Late Harvest,81,28,California,Primitivo,Collier Falls,#91C5AA,
US,Pico,81,28,California,Red Blend,Carivintas,#91C5AA,
US,Syrah,81,28,California,Rosa,Sunstone,#91C5AA,
US,Sand Dune,81,28,California,Sangiovese,Scott Cellars,#91C5AA,
US,Parmalee-Hill Vineyard,81,28,California,Syrah,Steele,#91C5AA,
US,Wild Horse Peak Mountain Vineyards 4-Block Blend,80,28,California,Cabernet,South Coast,#91C5AA,
US,Estate Reserve,80,28,California,Chardonnay,Midnight,#91C5AA,
US,Saralee's Vineyard,80,28,California,Marsanne,Eric Ross,#91C5AA,
US,Lola,80,28,California,Red Blend,Highland Hills Winery,#91C5AA,
US,Lola,80,28,California,Red Blend,Highland Hills Winery,#91C5AA,
US,Syrah,80,28,California,Rose,Sunstone,#91C5AA,
US,Vigna Della Casa Vechia,80,28,California,Sangiovese,mosby,#91C5AA,
US,Dorothy's Vineyard,80,28,California,Syrah,Wilson,#91C5AA,
US,Benito Dusi Vineyard,80,28,California,Zinfandel,Piedra Creek,#91C5AA,
US,Los Chamizal Vineyard,80,28,California,Zinfandel,Tin Barn,#91C5AA,
US,Louvau Vineyard Old Vines,80,28,California,Zinfandel,Dashe Cellars,#91C5AA,
US,Los Chamizal Vineyard,80,28,California,Zinfandel,Tin Barn,#91C5AA,
US,Estate,96,27,Oregon,Chardonnay,The Eyrie Vineyards,#91C5AA,
US,Grenache Noir,96,27,California,Grenache,Donkey & Goat,#91C5AA,
US,Nielson Vineyard,94,27,California,Chardonnay,Byron,#91C5AA,
US,Effort,94,27,California,Pinot Noir,Center of Effort,#91C5AA,
US,Signature,94,27,California,Primitivo,Deaver,#91C5AA,
US,Shone Farm,94,27,California,Sauvignon,Benziger,#91C5AA,
US,Lot 451,93,27,California,Cabernet,Cameron Hughes,#91C5AA,
US,Clone 95,93,27,California,Chardonnay,Cambria,#91C5AA,
US,Reserve,93,27,California,Chardonnay,Firestone,#91C5AA,
US,Estate,93,27,Oregon,Chardonnay,The Eyrie Vineyards,#91C5AA,
US,Reserve,93,27,California,Chardonnay,Firestone,#91C5AA,
US,Estate Vineyard,93,27,California,Chardonnay,Gundlach Bundschu,#91C5AA,
US,Estate,93,27,Oregon,Chardonnay,The Eyrie Vineyards,#91C5AA,
US,Estate Bottled,93,27,California,Riesling,Smith-Madrone,#91C5AA,
US,Grande,92,27,California,Bordeaux,Oso Libre,#91C5AA,
US,Lot 450,92,27,California,Cabernet,Cameron Hughes,#91C5AA,
US,Final-Final,92,27,Washington,Cabernet,Efeste,#91C5AA,
US,J.D. Hurley,92,27,California,Cabernet,Martin Ranch,#91C5AA,
US,Starmont,92,27,California,Cabernet,Merryvale,#91C5AA,
US,J.D. Hurley,92,27,California,Cabernet,martin Ranch,#91C5AA,
US,Starmont,92,27,California,Cabernet,merryvale,#91C5AA,
US,Clone 20,92,27,California,Chardonnay,Cambria,#91C5AA,
